PLETH (NU)
0.3636
0.3587
0.3548
0.3509
0.3470
0.3431
0.3392
0.3363
0.3324
0.3304
0.3275
0.3245
0.3216
0.3177
0.3148
0.3128
0.3128
0.3148
0.3196
0.3284
0.3421
0.3578
0.3754
0.3978
0.4252
0.4545
0.4858
0.5171
0.5474
0.5758
0.6031
0.6276
0.6500
0.6696
0.6833
0.6940
0.7028
0.7107
0.7155
0.7185
0.7175
0.7136
0.7058
0.6960
0.6843
0.6696
0.6549
0.6393
0.6227
0.6041
0.5855
0.5670
0.5484
0.5308
0.5142
0.4995
0.4848
0.4721
0.4614
0.4516
0.4448
0.4370
0.4311
0.4252
0.4194
0.4145
0.4106
0.4066
0.4027
0.3988
0.3949
0.3930
0.3900
0.3861
0.3822
0.3783
0.3734
0.3685
0.3646
0.3597
0.3558
0.3509
0.3460
0.3412
0.3382
0.3353
0.3314
0.3265
0.3216
0.3177
0.3128
0.3089
0.3040
0.3001
0.2962
0.2923
0.2893
0.2884
0.2864
0.2835
0.2805
0.2776
0.2747
0.2708
0.2669
0.2639
0.2610
0.2590
0.2590
0.2610
0.2659
0.2747
0.2884
0.3060
0.3275
0.3539
0.3842
0.4164
0.4497
0.4839
0.5171
0.5445
0.5689
0.5934
0.6178
0.6393
0.6588
0.6745
0.6862
0.6960
0.7019
0.7048
0.7048
0.7019
0.6960
0.6872
0.6764
0.6637
0.6481
0.6315
0.6139
0.5953
0.5758
0.5572
0.5386
0.5210
0.5064
0.4936
0.4809
0.4692
0.4585
0.4497
0.4409
0.4340
0.4291
0.4242
0.4194
0.4164
0.4135
0.4125
0.4115
0.4096
0.4086
0.4008
0.3881
0.3812
0.3763
0.3724
0.3685
0.3646
0.3617
0.3587
0.3558
0.3529
0.3490
0.3451
0.3412
0.3372
0.3333
0.3294
0.3255
0.3216
0.3187
0.3167
0.3157
0.3138
0.3118
0.3089
0.3069
0.3040
0.3021
0.3001
0.2972
0.2952
0.2923
0.2893
0.2884
0.2864
0.2854
0.2854
0.2874
0.2923
0.3011
0.3138
0.3304
0.3509
0.3754
0.4018
0.4272
0.4506
0.4761
0.5034
0.5288
0.5533
0.5758
0.5963
0.6129
0.6285
0.6403
0.6491
0.6559
0.6588
0.6598
0.6579
0.6549
0.6491
0.6413
0.6305
0.6188
0.6041
0.5894
0.5738
0.5572
0.5425
0.5279
0.5132
0.4985
0.4848
0.4712
0.4594
0.4487
0.4389
0.4311
0.4233
0.4174
0.4125
0.4096
0.4057
0.4027
0.4008
0.3978
0.3949
0.3920
0.3891
0.3861
0.3822
0.3793
0.3754
0.3724
0.3685
0.3646
0.3597
0.3548
0.3509
0.3460
0.3412
0.3372
0.3324
0.3284
0.3245
0.3216
0.3187
0.3167
0.3138
0.3109
0.3079
0.3050
0.3021
0.3001
0.2981
0.2962
0.2933
0.2913
0.2893
0.2874
0.2854
0.2825
0.2805
0.2786
0.2776
0.2786
0.2815
0.2884
0.2991
0.3138
0.3324
0.3519
0.3724
0.3969
0.4233
0.4516
0.4790
0.5054
0.5308
0.5543
0.5748
0.5934
0.6090
0.6197
0.6276
0.6354
0.6403
0.6442
0.6442
0.6422
0.6383
0.6305
0.6207
0.6090
0.5953
0.5806
0.5670
0.5533
0.5376
0.5230
0.5073
0.4917
0.4770
0.4643
0.4516
0.4409
0.4311
0.4223
0.4154
0.4106
0.4057
0.4018
0.3978
0.3949
0.3920
0.3891
0.3861
0.3842
0.3822
0.3793
0.3773
0.3744
0.3724
0.3685
0.3656
0.3607
0.3568
0.3519
0.3480
0.3431
0.3392
0.3353
0.3314
0.3284
0.3255
0.3226
0.3187
0.3157
0.3128
0.3099
0.3069
0.3040
0.3011
0.2991
0.2972
0.2952
0.2942
0.2923
0.2903
0.2884
0.2854
0.2825
0.2796
0.2766
0.2757
0.2747
0.2776
0.2825
0.2893
0.3001
0.3138
0.3324
0.3539
0.3783
0.4047
0.4311
0.4585
0.4858
0.5112
0.5347
0.5562
0.5738
0.5865
0.5992
0.6109
0.6197
0.6266
0.6315
0.6325
0.6325
0.6285
0.6227
0.6149
0.6051
0.5943
0.5816
0.5670
0.5523
0.5367
0.5210
0.5054
0.4897
0.4761
0.4633
0.4565
0.4545
0.4487
0.4409
0.4330
0.4252
0.4184
0.4125
0.4066
0.4027
0.3988
0.3949
0.3910
0.3881
0.3851
0.3822
0.3793
0.3754
0.3715
0.3675
0.3627
0.3578
0.3519
0.3470
0.3412
0.3353
0.3314
0.3275
0.3226
0.3177
0.3138
0.3089
0.3040
0.3001
0.2962
0.2923
0.2884
0.2854
0.2815
0.2796
0.2776
0.2747
0.2717
0.2688
0.2649
0.2610
0.2581
0.2542
0.2502
0.2473
0.2444
0.2444
0.2454
0.2493
0.2571
0.2688
0.2854
0.3079
0.3343
0.3656
0.3998
0.4360
0.4731
0.5093
0.5396
0.5670
0.5953
0.6227
0.6471
0.6686
0.6872
0.7028
0.7146
0.7224
0.7273
0.7283
0.7253
0.7195
0.7116
0.6999
0.6862
0.6696
0.6520
0.6325
0.6109
0.5894
0.5679
0.5464
0.5269
0.5093
0.4946
0.4790
0.4653
0.4516
0.4399
0.4301
0.4213
0.4135
0.4076
0.4018
0.3969
0.3939
0.3910
0.3871
0.3842
0.3803
0.3763
0.3724
0.3675
0.3636
0.3587
0.3539
0.3490
0.3441
0.3402
0.3363
0.3324
0.3284
0.3236
0.3196
0.3148
0.3109
0.3060
0.3021
0.2972
0.2923
0.2884
0.2854
0.2815
0.2776
0.2747
0.2708
0.2678
0.2639
0.2600
0.2561
0.2522
0.2473
0.2434
0.2414
0.2405
0.2405
0.2414
0.2454
0.2532
0.2649
0.2825
0.3050
0.3324
0.3627
0.3969
0.4272
0.4565
0.4888
0.5220
0.5543
0.5846
0.6119
0.6354
0.6559
0.6735
0.6872
0.6989
0.7058
0.7087
0.7087
0.7058
0.6999
0.6901
0.6784
0.6637
0.6461
0.6285
0.6080
0.5885
0.5679
0.5494
0.5327
0.5161
0.4995
0.4839
0.4702
0.4585
0.4487
0.4399
0.4330
0.4282
0.4233
0.4184
0.4145
0.4125
0.4106
0.4086
0.4066
0.4037
0.4008
0.3978
0.3939
0.3900
0.3861
0.3822
0.3783
0.3744
0.3705
0.3656
0.3607
0.3548
0.3480
0.3421
0.3353
0.3294
0.3236
0.3187
0.3148
0.3109
0.3069
0.3040
0.3001
0.2972
0.2942
0.2913
0.2884
0.2854
0.2825
0.2796
0.2766
0.2737
0.2717
0.2688
0.2669
0.2649
0.2649
0.2669
0.2737
0.2845
0.3011
0.3236
0.3519
0.3793
0.4076
0.4409
0.4780
0.5161
0.5533
0.5894
0.6217
0.6520
0.6774
0.6999
0.7185
0.7341
0.7439
0.7488
0.7537
0.7556
0.7546
0.7488
0.7380
0.7273
0.7136
0.6970
0.6794
0.6608
0.6422
0.6246
0.6051
0.5855
0.5670
0.5484
0.5308
0.5142
0.4995
0.4868
0.4751
0.4643
0.4555
0.4477
0.4418
0.4370
0.4321
0.4282
0.4242
0.4203
0.4164
0.4115
0.4076
0.4027
0.3978
0.3930
0.3891
0.3842
0.3783
0.3724
0.3666
0.3607
0.3558
0.3500
0.3451
0.3402
0.3353
0.3304
0.3265
0.3236
0.3196
0.3157
0.3118
0.3079
0.3040
0.3001
0.2962
0.2923
0.2893
0.2854
0.2835
0.2815
0.2786
0.2757
0.2717
0.2688
0.2669
0.2659
0.2669
0.2717
0.2796
0.2933
0.3118
0.3314
0.3539
0.3822
0.4145
0.4497
0.4848
0.5210
0.5543
0.5855
0.6139
0.6393
0.6608
0.6764
0.6882
0.6989
0.7077
0.7136
0.7175
0.7185
0.7155
0.7087
0.6989
0.6872
0.6716
0.6540
0.6373
0.6197
0.6002
0.5797
0.5591
0.5396
0.5210
0.5034
0.4868
0.4721
0.4594
0.4477
0.4389
0.4321
0.4252
0.4194
0.4145
0.4106
0.4057
0.4018
0.3988
0.3949
0.3910
0.3871
0.3832
0.3803
0.3763
0.3724
0.3685
0.3646
0.3597
0.3548
0.3500
0.3451
0.3392
0.3343
0.3304
0.3265
0.3236
0.3196
0.3157
0.3118
0.3079
0.3040
0.3001
0.2962
0.2923
0.2893
0.2854
0.2825
0.2796
0.2776
0.2747
0.2708
0.2669
0.2630
0.2590
0.2561
0.2532
0.2522
0.2542
0.2600
0.2678
0.2796
0.2972
0.3196
0.3470
0.3783
0.4125
0.4477
0.4819
0.5171
0.5494
0.5797
0.6080
0.6295
0.6461
0.6637
0.6784
0.6911
0.7009
0.7077
0.7107
0.7107
0.7067
0.6999
0.6901
0.6784
0.6657
0.6500
0.6325
0.6129
0.5924
0.5728
0.5523
0.5337
0.5152
0.4985
0.4829
0.4702
0.4604
0.4506
0.4399
0.4321
0.4262
0.4213
0.4164
0.4135
0.4096
0.4057
0.4027
0.3988
0.3959
0.3930
0.3900
0.3861
0.3822
0.3773
0.3724
0.3685
0.3627
0.3578
0.3519
0.3470
0.3421
0.3382
0.3333
0.3284
0.3226
0.3177
0.3128
0.3079
0.3021
0.2981
0.2933
0.2903
0.2864
0.2845
0.2815
0.2786
0.2747
0.2708
0.2669
0.2630
0.2590
0.2561
0.2522
0.2493
0.2473
0.2473
0.2493
0.2532
0.2600
0.2717
0.2884
0.3099
0.3353
0.3656
0.3988
0.4330
0.4682
0.5054
0.5386
0.5660
0.5943
0.6197
0.6432
0.6637
0.6804
0.6950
0.7048
0.7116
0.7155
0.7146
0.7107
0.7038
0.6940
0.6813
0.6667
0.6491
0.6305
0.6100
0.5894
0.5679
0.5464
0.5269
0.5073
0.4917
0.4780
0.4653
0.4526
0.4418
0.4321
0.4233
0.4145
0.4076
0.4018
0.3969
0.3930
0.3891
0.3871
0.3842
0.3812
0.3773
0.3734
0.3695
0.3656
0.3617
0.3568
0.3519
0.3470
0.3421
0.3382
0.3353
0.3314
0.3275
0.3226
0.3187
0.3138
0.3099
0.3050
0.3011
0.2972
0.2933
0.2913
0.2893
0.2874
0.2854
0.2835
0.2815
0.2796
0.2786
0.2776
0.2757
0.2747
0.2737
0.2717
0.2717
0.2727
0.2747
0.2786
0.2854
0.2962
0.3128
0.3343
0.3607
0.3920
0.4262
0.4624
0.4946
0.5239
0.5562
0.5885
0.6207
0.6491
0.6745
0.6970
0.7155
0.7302
0.7419
0.7498
0.7537
0.7546
0.7517
0.7468
0.7400
0.7292
0.7155
0.6999
0.6823
0.6628
0.6422
0.6217
0.6012
0.5826
0.5660
0.5484
0.5318
0.5161
0.5015
0.4897
0.4780
0.4692
0.4614
0.4545
0.4487
0.4428
0.4379
0.4340
0.4301
0.4262
0.4213
0.4174
0.4125
0.4076
0.4027
0.3978
0.3930
0.3871
0.3822
0.3783
0.3734
0.3685
0.3627
0.3578
0.3519
0.3480
0.3431
0.3392
0.3343
0.3294
0.3265
0.3236
0.3196
0.3157
0.3118
0.3079
0.3040
0.3001
0.2962
0.2933
0.2893
0.2845
0.2805
0.2786
0.2766
0.2747
0.2717
0.2698
0.2688
0.2708
0.2757
0.2854
0.3011
0.3226
0.3490
0.3744
0.4018
0.4340
0.4692
0.5064
0.5415
0.5758
0.6080
0.6364
0.6618
0.6843
0.7028
0.7185
0.7283
0.7341
0.7380
0.7400
0.7390
0.7351
0.7283
0.7185
0.7058
0.6852
0.6647
0.6491
0.6325
0.6149
0.5953
0.5748
0.5543
0.5357
0.5181
0.5015
0.4868
0.4712
0.4585
0.4506
0.4428
0.4370
0.4321
0.4272
0.4223
0.4184
0.4145
0.4115
0.4066
0.4027
0.3988
0.3949
0.3891
0.3851
0.3822
0.3773
0.3715
0.3675
0.3617
0.3548
0.3480
0.3431
0.3372
0.3304
0.3236
0.3187
0.3157
0.3118
0.3079
0.3040
0.2991
0.2952
0.2913
0.2874
0.2835
0.2796
0.2766
0.2747
0.2727
0.2708
0.2678
0.2639
0.2610
0.2561
0.2512
0.2483
0.2493
0.2532
0.2610
0.2737
0.2903
0.3089
0.3343
0.3646
0.3988
0.4340
0.4702
0.5054
0.5396
0.5718
0.6022
0.6285
0.6491
0.6647
0.6804
0.6940
0.7048
0.7136
0.7185
0.7195
0.7175
0.7116
0.7028
0.6911
0.6764
0.6618
0.6461
0.6276
0.6080
0.5885
0.5689
0.5494
0.5298
0.5122
0.4956
0.4800
0.4663
0.4555
0.4467
0.4379
0.4301
0.4233
0.4174
0.4125
0.4076
0.4037
0.3998
0.3949
0.3910
0.3871
0.3832
0.3803
0.3763
0.3715
0.3656
0.3607
0.3548
0.3480
0.3421
0.3353
0.3294
0.3226
0.3177
0.3138
0.3099
0.3050
0.2991
0.2942
0.2903
0.2854
0.2815
0.2776
0.2737
0.2708
0.2669
0.2639
0.2620
0.2590
0.2551
0.2502
0.2463
0.2414
0.2375
0.2336
0.2307
0.2287
0.2287
0.2317
0.2366
0.2454
0.2581
0.2766
0.3001
0.3284
0.3597
0.3939
0.4301
0.4663
0.5015
0.5357
0.5630
0.5865
0.6100
0.6315
0.6510
0.6676
0.6813
0.6901
